	TP	TN	FP	FN	image1	image2
172_412	17.0	0.0	239.0	8.0	172.0	412.0
4_8730	9.0	0.0	248.0	7.0	4.0	8730.0
147_1750	22.0	0.0	234.0	8.0	147.0	1750.0
187_1586	17.0	0.0	239.0	8.0	187.0	1586.0
135_3192	23.0	0.0	237.0	4.0	135.0	3192.0
157_1585	13.0	0.0	246.0	5.0	157.0	1585.0
138_3154	12.0	0.0	241.0	11.0	138.0	3154.0
187_10924	12.0	0.0	248.0	4.0	187.0	10924.0
109_136	13.0	0.0	241.0	10.0	109.0	136.0
3194_10924	12.0	0.0	245.0	7.0	3194.0	10924.0
146_8625	17.0	0.0	240.0	7.0	146.0	8625.0
149_407	25.0	0.0	234.0	5.0	149.0	407.0
419_3142	14.0	0.0	246.0	4.0	419.0	3142.0
3180_8730	10.0	0.0	247.0	7.0	3180.0	8730.0
120_3040	11.0	0.0	251.0	2.0	120.0	3040.0
141_188	17.0	1.0	241.0	5.0	141.0	188.0
401_3175	21.0	0.0	238.0	5.0	401.0	3175.0
2826_3162	14.0	0.0	247.0	3.0	2826.0	3162.0
1587_2729	4.0	0.0	257.0	3.0	1587.0	2729.0
165_3164	17.0	0.0	242.0	5.0	165.0	3164.0
419_8719	7.0	0.0	252.0	5.0	419.0	8719.0
3179_8820	12.0	0.0	245.0	7.0	3179.0	8820.0
188_3142	13.0	1.0	243.0	7.0	188.0	3142.0
154_2731	19.0	0.0	242.0	3.0	154.0	2731.0
420_2729	12.0	0.0	249.0	3.0	420.0	2729.0
143_178	13.0	0.0	248.0	3.0	143.0	178.0
178_3160	3.0	0.0	257.0	4.0	178.0	3160.0
143_146	26.0	0.0	234.0	4.0	143.0	146.0
154_3192	28.0	0.0	231.0	5.0	154.0	3192.0
178_2723	6.0	0.0	255.0	3.0	178.0	2723.0
1583_2863	15.0	0.0	242.0	7.0	1583.0	2863.0
178_3162	3.0	1.0	256.0	4.0	178.0	3162.0
1586_3185	19.0	0.0	238.0	7.0	1586.0	3185.0
395_1750	14.0	0.0	244.0	6.0	395.0	1750.0
119_8730	15.0	0.0	242.0	7.0	119.0	8730.0
146_1587	17.0	0.0	243.0	4.0	146.0	1587.0
2863_3129	16.0	0.0	243.0	5.0	2863.0	3129.0
395_412	9.0	0.0	250.0	5.0	395.0	412.0
122_415	6.0	0.0	255.0	3.0	122.0	415.0
147_2714	22.0	0.0	233.0	9.0	147.0	2714.0
3156_3194	13.0	0.0	247.0	4.0	3156.0	3194.0
3187_8719	12.0	0.0	250.0	2.0	3187.0	8719.0
149_419	22.0	0.0	237.0	5.0	149.0	419.0
143_3185	21.0	0.0	240.0	3.0	143.0	3185.0
3_188	20.0	1.0	236.0	7.0	3.0	188.0
147_3162	17.0	0.0	245.0	2.0	147.0	3162.0
116_10924	2.0	0.0	259.0	3.0	116.0	10924.0
1584_3039	5.0	0.0	256.0	3.0	1584.0	3039.0
3_3156	11.0	0.0	246.0	7.0	3.0	3156.0
415_2866	4.0	0.0	255.0	5.0	415.0	2866.0
412_3041	13.0	0.0	247.0	4.0	412.0	3041.0
412_3040	6.0	0.0	255.0	3.0	412.0	3040.0
1750_3194	20.0	0.0	236.0	8.0	1750.0	3194.0
119_8820	9.0	0.0	252.0	3.0	119.0	8820.0
165_2963	19.0	0.0	241.0	4.0	165.0	2963.0
166_177	21.0	0.0	239.0	4.0	166.0	177.0
1583_3180	12.0	0.0	244.0	8.0	1583.0	3180.0
120_149	24.0	0.0	235.0	5.0	120.0	149.0
122_1583	13.0	0.0	244.0	7.0	122.0	1583.0
147_157	27.0	0.0	232.0	5.0	147.0	157.0
147_159	24.0	0.0	238.0	2.0	147.0	159.0
135_415	13.0	0.0	248.0	3.0	135.0	415.0
116_2866	3.0	0.0	259.0	2.0	116.0	2866.0
120_135	18.0	0.0	242.0	4.0	120.0	135.0
3156_3173	12.0	0.0	249.0	3.0	3156.0	3173.0
165_178	18.0	1.0	238.0	7.0	165.0	178.0
3039_3162	4.0	0.0	259.0	1.0	3039.0	3162.0
1584_3156	4.0	0.0	257.0	3.0	1584.0	3156.0
2866_3131	13.0	0.0	249.0	2.0	2866.0	3131.0
412_3193	15.0	0.0	244.0	5.0	412.0	3193.0
394_1750	14.0	0.0	241.0	9.0	394.0	1750.0
120_1586	17.0	0.0	240.0	7.0	120.0	1586.0
401_3160	11.0	0.0	250.0	3.0	401.0	3160.0
135_3193	21.0	0.0	240.0	3.0	135.0	3193.0
140_3040	14.0	0.0	249.0	1.0	140.0	3040.0
116_8727	2.0	1.0	260.0	1.0	116.0	8727.0
147_415	18.0	0.0	242.0	4.0	147.0	415.0
138_3041	13.0	0.0	242.0	9.0	138.0	3041.0
120_3179	18.0	0.0	237.0	9.0	120.0	3179.0
1750_3192	21.0	0.0	235.0	8.0	1750.0	3192.0
2723_3162	6.0	0.0	258.0	0.0	2723.0	3162.0
149_2729	20.0	0.0	241.0	3.0	149.0	2729.0
154_3041	23.0	0.0	237.0	4.0	154.0	3041.0
1585_2723	6.0	0.0	257.0	1.0	1585.0	2723.0
159_165	26.0	0.0	235.0	3.0	159.0	165.0
188_3131	18.0	1.0	241.0	4.0	188.0	3131.0
157_3180	12.0	0.0	245.0	7.0	157.0	3180.0
149_3156	18.0	0.0	244.0	2.0	149.0	3156.0
109_3040	8.0	0.0	251.0	5.0	109.0	3040.0
418_2826	17.0	0.0	239.0	8.0	418.0	2826.0
3193_8625	12.0	0.0	246.0	6.0	3193.0	8625.0
149_3185	27.0	0.0	233.0	4.0	149.0	3185.0
141_3175	22.0	0.0	239.0	3.0	141.0	3175.0
3_144	24.0	0.0	236.0	4.0	3.0	144.0
2723_3188	15.0	0.0	247.0	2.0	2723.0	3188.0
142_144	29.0	0.0	232.0	3.0	142.0	144.0
419_3039	9.0	0.0	252.0	3.0	419.0	3039.0
2824_3040	14.0	0.0	249.0	1.0	2824.0	3040.0
135_3186	21.0	0.0	239.0	4.0	135.0	3186.0
178_3186	11.0	0.0	245.0	8.0	178.0	3186.0
135_8727	12.0	0.0	251.0	1.0	135.0	8727.0
2866_8718	1.0	0.0	259.0	4.0	2866.0	8718.0
109_139	19.0	0.0	240.0	5.0	109.0	139.0
118_187	18.0	0.0	243.0	3.0	118.0	187.0
138_190	15.0	0.0	239.0	10.0	138.0	190.0
111_1587	2.0	1.0	258.0	3.0	111.0	1587.0
4_111	3.0	1.0	257.0	3.0	4.0	111.0
116_3129	13.0	0.0	248.0	3.0	116.0	3129.0
119_3154	15.0	0.0	244.0	5.0	119.0	3154.0
139_3129	24.0	0.0	236.0	4.0	139.0	3129.0
186_8719	12.0	0.0	247.0	5.0	186.0	8719.0
419_3164	8.0	0.0	253.0	3.0	419.0	3164.0
3142_3162	8.0	0.0	253.0	3.0	3142.0	3162.0
418_1750	14.0	0.0	241.0	9.0	418.0	1750.0
3129_3186	23.0	0.0	235.0	6.0	3129.0	3186.0
111_149	16.0	1.0	242.0	5.0	111.0	149.0
3154_8820	10.0	0.0	250.0	4.0	3154.0	8820.0
136_1583	16.0	0.0	236.0	12.0	136.0	1583.0
142_8820	21.0	0.0	241.0	2.0	142.0	8820.0
2731_3191	17.0	0.0	244.0	3.0	2731.0	3191.0
142_8625	19.0	0.0	239.0	6.0	142.0	8625.0
157_401	19.0	0.0	237.0	8.0	157.0	401.0
111_142	19.0	1.0	240.0	4.0	111.0	142.0
146_10924	19.0	0.0	241.0	4.0	146.0	10924.0
2963_3039	4.0	0.0	258.0	2.0	2963.0	3039.0
138_144	15.0	0.0	240.0	9.0	138.0	144.0
395_2866	7.0	0.0	253.0	4.0	395.0	2866.0
420_3187	18.0	0.0	243.0	3.0	420.0	3187.0
157_2718	14.0	0.0	242.0	8.0	157.0	2718.0
139_2729	16.0	0.0	246.0	2.0	139.0	2729.0
142_3039	20.0	0.0	241.0	3.0	142.0	3039.0
173_3164	15.0	0.0	245.0	4.0	173.0	3164.0
1587_8719	3.0	0.0	259.0	2.0	1587.0	8719.0
2863_8730	12.0	0.0	245.0	7.0	2863.0	8730.0
3158_8625	3.0	0.0	257.0	4.0	3158.0	8625.0
149_395	21.0	0.0	239.0	4.0	149.0	395.0
122_3180	4.0	0.0	256.0	4.0	122.0	3180.0
172_186	22.0	0.0	232.0	10.0	172.0	186.0
3186_8625	12.0	0.0	245.0	7.0	3186.0	8625.0
120_8718	10.0	0.0	252.0	2.0	120.0	8718.0
1586_3156	11.0	0.0	249.0	4.0	1586.0	3156.0
2723_8625	5.0	0.0	255.0	4.0	2723.0	8625.0
2826_3175	23.0	0.0	235.0	6.0	2826.0	3175.0
3156_8820	4.0	0.0	259.0	1.0	3156.0	8820.0
138_147	19.0	0.0	235.0	10.0	138.0	147.0
394_407	16.0	0.0	242.0	6.0	394.0	407.0
157_3160	14.0	0.0	247.0	3.0	157.0	3160.0
3_8719	13.0	0.0	245.0	6.0	3.0	8719.0
142_8730	26.0	0.0	231.0	7.0	142.0	8730.0
3_2824	24.0	0.0	235.0	5.0	3.0	2824.0
146_3185	27.0	0.0	232.0	5.0	146.0	3185.0
190_3187	19.0	0.0	240.0	5.0	190.0	3187.0
172_3040	15.0	0.0	244.0	5.0	172.0	3040.0
2866_3156	4.0	0.0	258.0	2.0	2866.0	3156.0
401_3040	11.0	0.0	250.0	3.0	401.0	3040.0
8718_8719	1.0	0.0	260.0	3.0	8718.0	8719.0
3_1585	15.0	0.0	245.0	4.0	3.0	1585.0
144_3191	24.0	0.0	237.0	3.0	144.0	3191.0
4_188	7.0	1.0	249.0	7.0	4.0	188.0
415_1587	5.0	0.0	257.0	2.0	415.0	1587.0
188_3162	10.0	1.0	250.0	3.0	188.0	3162.0
165_10924	17.0	0.0	240.0	7.0	165.0	10924.0
187_415	13.0	0.0	247.0	4.0	187.0	415.0
144_418	17.0	0.0	242.0	5.0	144.0	418.0
2723_3193	15.0	0.0	247.0	2.0	2723.0	3193.0
118_159	18.0	0.0	246.0	0.0	118.0	159.0
8718_8820	3.0	0.0	260.0	1.0	8718.0	8820.0
177_412	5.0	0.0	256.0	3.0	177.0	412.0
3185_8820	13.0	0.0	248.0	3.0	3185.0	8820.0
109_165	24.0	0.0	233.0	7.0	109.0	165.0
2729_2824	15.0	0.0	246.0	3.0	2729.0	2824.0
164_3173	21.0	0.0	239.0	4.0	164.0	3173.0
3158_10924	3.0	0.0	258.0	3.0	3158.0	10924.0
183_3191	23.0	0.0	235.0	6.0	183.0	3191.0
154_164	25.0	0.0	235.0	4.0	154.0	164.0
183_3160	12.0	0.0	248.0	4.0	183.0	3160.0
1584_1586	11.0	0.0	246.0	7.0	1584.0	1586.0
188_8719	8.0	2.0	248.0	6.0	188.0	8719.0
183_3193	21.0	0.0	237.0	6.0	183.0	3193.0
1584_8820	6.0	0.0	256.0	2.0	1584.0	8820.0
109_2863	12.0	0.0	247.0	5.0	109.0	2863.0
177_3158	2.0	0.0	261.0	1.0	177.0	3158.0
2883_3180	2.0	0.0	258.0	4.0	2883.0	3180.0
187_2866	11.0	0.0	248.0	5.0	187.0	2866.0
3179_3193	21.0	0.0	235.0	8.0	3179.0	3193.0
142_412	22.0	0.0	237.0	5.0	142.0	412.0
2866_3160	3.0	0.0	258.0	3.0	2866.0	3160.0
412_3164	5.0	0.0	255.0	4.0	412.0	3164.0
1750_2723	12.0	0.0	247.0	5.0	1750.0	2723.0
3039_3179	13.0	0.0	245.0	6.0	3039.0	3179.0
136_3160	7.0	0.0	250.0	7.0	136.0	3160.0
3162_3187	12.0	0.0	251.0	1.0	3162.0	3187.0
109_8730	16.0	0.0	240.0	8.0	109.0	8730.0
109_401	16.0	0.0	241.0	7.0	109.0	401.0
186_3142	14.0	0.0	241.0	9.0	186.0	3142.0
3142_3192	18.0	0.0	239.0	7.0	3142.0	3192.0
3_116	11.0	0.0	247.0	6.0	3.0	116.0
401_8820	11.0	0.0	249.0	4.0	401.0	8820.0
188_2718	10.0	2.0	244.0	8.0	188.0	2718.0
1586_2714	15.0	0.0	237.0	12.0	1586.0	2714.0
154_2729	18.0	0.0	242.0	4.0	154.0	2729.0
3173_3175	23.0	0.0	237.0	4.0	3173.0	3175.0
118_164	19.0	0.0	243.0	2.0	118.0	164.0
1587_3175	13.0	0.0	248.0	3.0	1587.0	3175.0
165_3040	19.0	0.0	242.0	3.0	165.0	3040.0
116_3173	12.0	0.0	250.0	2.0	116.0	3173.0
2883_3158	2.0	0.0	260.0	2.0	2883.0	3158.0
109_3154	15.0	1.0	241.0	7.0	109.0	3154.0
2883_3188	12.0	0.0	249.0	3.0	2883.0	3188.0
178_3187	12.0	0.0	248.0	4.0	178.0	3187.0
2863_3173	15.0	0.0	245.0	4.0	2863.0	3173.0
1584_3193	14.0	0.0	246.0	4.0	1584.0	3193.0
109_407	17.0	0.0	241.0	6.0	109.0	407.0
149_165	33.0	0.0	226.0	5.0	149.0	165.0
2731_3158	5.0	0.0	257.0	2.0	2731.0	3158.0
154_166	35.0	0.0	223.0	6.0	154.0	166.0
407_3164	10.0	0.0	250.0	4.0	407.0	3164.0
394_401	16.0	0.0	242.0	6.0	394.0	401.0
2963_3142	9.0	0.0	252.0	3.0	2963.0	3142.0
1583_2824	21.0	0.0	235.0	8.0	1583.0	2824.0
8730_8820	10.0	0.0	248.0	6.0	8730.0	8820.0
1584_1585	5.0	0.0	256.0	3.0	1584.0	1585.0
159_3041	18.0	0.0	245.0	1.0	159.0	3041.0
2729_3173	15.0	0.0	246.0	3.0	2729.0	3173.0
159_2718	11.0	0.0	248.0	5.0	159.0	2718.0
111_10924	1.0	1.0	256.0	6.0	111.0	10924.0
142_3179	29.0	0.0	228.0	7.0	142.0	3179.0
120_3175	21.0	0.0	239.0	4.0	120.0	3175.0
154_2863	20.0	0.0	241.0	3.0	154.0	2863.0
3040_8727	3.0	0.0	260.0	1.0	3040.0	8727.0
3179_3180	12.0	0.0	244.0	8.0	3179.0	3180.0
154_177	16.0	0.0	246.0	2.0	154.0	177.0
1584_3162	5.0	0.0	257.0	2.0	1584.0	3162.0
2883_3156	2.0	0.0	260.0	2.0	2883.0	3156.0
188_3156	9.0	1.0	250.0	4.0	188.0	3156.0
141_149	26.0	0.0	235.0	3.0	141.0	149.0
119_122	10.0	0.0	251.0	3.0	119.0	122.0
120_1585	10.0	0.0	250.0	4.0	120.0	1585.0
2723_3187	14.0	0.0	249.0	1.0	2723.0	3187.0
111_3154	10.0	1.0	249.0	4.0	111.0	3154.0
157_3158	14.0	0.0	247.0	3.0	157.0	3158.0
407_8820	12.0	0.0	249.0	3.0	407.0	8820.0
3_166	33.0	0.0	224.0	7.0	3.0	166.0
165_3162	19.0	0.0	242.0	3.0	165.0	3162.0
178_2718	5.0	1.0	251.0	7.0	178.0	2718.0
140_420	20.0	0.0	241.0	3.0	140.0	420.0
1583_3156	12.0	0.0	246.0	6.0	1583.0	3156.0
149_183	27.0	0.0	232.0	5.0	149.0	183.0
1584_2723	7.0	0.0	255.0	2.0	1584.0	2723.0
141_8727	11.0	0.0	251.0	2.0	141.0	8727.0
2729_3191	17.0	0.0	244.0	3.0	2729.0	3191.0
136_3041	15.0	0.0	242.0	7.0	136.0	3041.0
141_8820	12.0	0.0	250.0	2.0	141.0	8820.0
2714_3175	19.0	0.0	236.0	9.0	2714.0	3175.0
118_119	13.0	0.0	246.0	5.0	118.0	119.0
109_118	16.0	0.0	244.0	4.0	109.0	118.0
140_183	24.0	0.0	237.0	3.0	140.0	183.0
1586_2883	9.0	0.0	249.0	6.0	1586.0	2883.0
395_3193	16.0	0.0	244.0	4.0	395.0	3193.0
3160_3180	3.0	0.0	258.0	3.0	3160.0	3180.0
394_418	13.0	0.0	244.0	7.0	394.0	418.0
164_2714	17.0	0.0	238.0	9.0	164.0	2714.0
178_188	9.0	1.0	247.0	7.0	178.0	188.0
401_418	16.0	0.0	242.0	6.0	401.0	418.0
1583_1587	11.0	0.0	246.0	7.0	1583.0	1587.0
116_136	7.0	0.0	251.0	6.0	116.0	136.0
3175_8820	13.0	0.0	247.0	4.0	3175.0	8820.0
187_394	17.0	0.0	242.0	5.0	187.0	394.0
1587_8727	2.0	0.0	260.0	2.0	1587.0	8727.0
3173_3186	22.0	0.0	237.0	5.0	3173.0	3186.0
173_188	20.0	1.0	235.0	8.0	173.0	188.0
177_2824	13.0	0.0	250.0	1.0	177.0	2824.0
122_2731	8.0	0.0	255.0	1.0	122.0	2731.0
120_141	19.0	0.0	242.0	3.0	120.0	141.0
116_3175	13.0	0.0	249.0	2.0	116.0	3175.0
177_3142	6.0	0.0	254.0	4.0	177.0	3142.0
2714_2824	19.0	0.0	237.0	8.0	2714.0	2824.0
138_8730	12.0	0.0	239.0	13.0	138.0	8730.0
144_1585	13.0	0.0	249.0	2.0	144.0	1585.0
111_120	9.0	1.0	249.0	5.0	111.0	120.0
3154_3160	9.0	0.0	251.0	4.0	3154.0	3160.0
136_2731	10.0	0.0	247.0	7.0	136.0	2731.0
165_8730	25.0	0.0	231.0	8.0	165.0	8730.0
407_3131	19.0	0.0	241.0	4.0	407.0	3131.0
1583_3191	23.0	0.0	233.0	8.0	1583.0	3191.0
109_154	22.0	0.0	236.0	6.0	109.0	154.0
122_8719	3.0	0.0	257.0	4.0	122.0	8719.0
144_2824	23.0	0.0	239.0	2.0	144.0	2824.0
418_8625	7.0	0.0	249.0	8.0	418.0	8625.0
420_3193	19.0	0.0	241.0	4.0	420.0	3193.0
3_8820	16.0	0.0	245.0	3.0	3.0	8820.0
188_3154	15.0	1.0	241.0	7.0	188.0	3154.0
3_419	17.0	0.0	239.0	8.0	3.0	419.0
149_8625	17.0	0.0	241.0	6.0	149.0	8625.0
159_3158	11.0	0.0	253.0	0.0	159.0	3158.0
3154_8625	9.0	0.0	248.0	7.0	3154.0	8625.0
1585_8730	10.0	0.0	248.0	6.0	1585.0	8730.0
188_3188	19.0	1.0	239.0	5.0	188.0	3188.0
154_187	24.0	0.0	235.0	5.0	154.0	187.0
149_190	27.0	0.0	233.0	4.0	149.0	190.0
154_165	31.0	0.0	227.0	6.0	154.0	165.0
2824_3156	12.0	0.0	249.0	3.0	2824.0	3156.0
141_166	30.0	0.0	229.0	5.0	141.0	166.0
120_3180	10.0	0.0	249.0	5.0	120.0	3180.0
139_141	22.0	0.0	240.0	2.0	139.0	141.0
420_3179	17.0	0.0	238.0	9.0	420.0	3179.0
173_178	13.0	1.0	241.0	9.0	173.0	178.0
120_138	12.0	0.0	241.0	11.0	120.0	138.0
415_3191	16.0	0.0	244.0	4.0	415.0	3191.0
178_1587	2.0	0.0	257.0	5.0	178.0	1587.0
147_407	24.0	0.0	235.0	5.0	147.0	407.0
177_3192	14.0	0.0	247.0	3.0	177.0	3192.0
142_164	28.0	0.0	232.0	4.0	142.0	164.0
2714_3156	8.0	0.0	248.0	8.0	2714.0	3156.0
401_3187	19.0	0.0	241.0	4.0	401.0	3187.0
3158_3164	3.0	0.0	260.0	1.0	3158.0	3164.0
109_2714	15.0	0.0	239.0	10.0	109.0	2714.0
140_3188	23.0	0.0	238.0	3.0	140.0	3188.0
3131_3187	20.0	0.0	242.0	2.0	3131.0	3187.0
186_3162	12.0	0.0	248.0	4.0	186.0	3162.0
141_395	15.0	0.0	246.0	3.0	141.0	395.0
2718_2731	6.0	0.0	252.0	6.0	2718.0	2731.0
1585_2883	3.0	0.0	259.0	2.0	1585.0	2883.0
118_1584	12.0	0.0	250.0	2.0	118.0	1584.0
111_3192	14.0	1.0	244.0	5.0	111.0	3192.0
177_190	11.0	0.0	250.0	3.0	177.0	190.0
1584_8718	4.0	0.0	258.0	2.0	1584.0	8718.0
146_3162	18.0	0.0	243.0	3.0	146.0	3162.0
415_1750	11.0	0.0	246.0	7.0	415.0	1750.0
420_1587	9.0	0.0	252.0	3.0	420.0	1587.0
3164_3173	13.0	0.0	249.0	2.0	3164.0	3173.0
135_165	27.0	0.0	233.0	4.0	135.0	165.0
147_3185	26.0	0.0	234.0	4.0	147.0	3185.0
3_187	22.0	0.0	236.0	6.0	3.0	187.0
142_157	30.0	0.0	229.0	5.0	142.0	157.0
118_2729	12.0	0.0	250.0	2.0	118.0	2729.0
177_188	8.0	1.0	251.0	4.0	177.0	188.0
3_159	21.0	0.0	239.0	4.0	3.0	159.0
407_3187	19.0	0.0	241.0	4.0	407.0	3187.0
407_8727	10.0	0.0	250.0	4.0	407.0	8727.0
109_2729	12.0	0.0	248.0	4.0	109.0	2729.0
3142_3185	16.0	0.0	242.0	6.0	3142.0	3185.0
135_3156	11.0	0.0	251.0	2.0	135.0	3156.0
3040_8730	10.0	0.0	249.0	5.0	3040.0	8730.0
116_139	13.0	0.0	250.0	1.0	116.0	139.0
4_3191	15.0	0.0	246.0	3.0	4.0	3191.0
144_3187	21.0	0.0	241.0	2.0	144.0	3187.0
144_186	20.0	0.0	238.0	6.0	144.0	186.0
164_3185	21.0	0.0	239.0	4.0	164.0	3185.0
172_178	13.0	0.0	241.0	10.0	172.0	178.0
173_3131	23.0	0.0	236.0	5.0	173.0	3131.0
122_401	12.0	0.0	248.0	4.0	122.0	401.0
2729_2963	5.0	0.0	256.0	3.0	2729.0	2963.0
116_3041	10.0	0.0	253.0	1.0	116.0	3041.0
177_2826	13.0	0.0	248.0	3.0	177.0	2826.0
136_2883	7.0	0.0	250.0	7.0	136.0	2883.0
420_2883	9.0	0.0	252.0	3.0	420.0	2883.0
142_3156	20.0	0.0	242.0	2.0	142.0	3156.0
2714_2731	11.0	0.0	245.0	8.0	2714.0	2731.0
188_8718	8.0	1.0	251.0	4.0	188.0	8718.0
164_3194	23.0	0.0	237.0	4.0	164.0	3194.0
154_8727	16.0	0.0	245.0	3.0	154.0	8727.0
177_178	3.0	0.0	258.0	3.0	177.0	178.0
3179_8730	16.0	0.0	235.0	13.0	3179.0	8730.0
3129_3142	16.0	0.0	240.0	8.0	3129.0	3142.0
2863_3142	11.0	0.0	249.0	4.0	2863.0	3142.0
2729_8727	5.0	0.0	257.0	2.0	2729.0	8727.0
2723_3041	13.0	0.0	250.0	1.0	2723.0	3041.0
186_8727	10.0	0.0	248.0	6.0	186.0	8727.0
109_111	6.0	1.0	249.0	8.0	109.0	111.0
165_183	30.0	0.0	230.0	4.0	165.0	183.0
415_3142	9.0	0.0	250.0	5.0	415.0	3142.0
3129_3162	14.0	0.0	247.0	3.0	3129.0	3162.0
165_3156	18.0	0.0	242.0	4.0	165.0	3156.0
419_8820	9.0	0.0	252.0	3.0	419.0	8820.0
178_3173	12.0	0.0	246.0	6.0	178.0	3173.0
166_1750	28.0	0.0	227.0	9.0	166.0	1750.0
2883_3194	12.0	0.0	247.0	5.0	2883.0	3194.0
1587_3158	3.0	0.0	260.0	1.0	1587.0	3158.0
190_1586	18.0	0.0	238.0	8.0	190.0	1586.0
140_3173	23.0	0.0	238.0	3.0	140.0	3173.0
3040_3194	14.0	0.0	247.0	3.0	3040.0	3194.0
144_3131	21.0	0.0	241.0	2.0	144.0	3131.0
187_3186	22.0	0.0	238.0	4.0	187.0	3186.0
120_3185	20.0	0.0	240.0	4.0	120.0	3185.0
140_8719	15.0	0.0	248.0	1.0	140.0	8719.0
140_1583	22.0	0.0	235.0	7.0	140.0	1583.0
418_2866	8.0	0.0	250.0	6.0	418.0	2866.0
2731_3186	15.0	0.0	245.0	4.0	2731.0	3186.0
178_187	13.0	1.0	246.0	4.0	178.0	187.0
143_149	26.0	0.0	235.0	3.0	143.0	149.0
136_3039	8.0	0.0	249.0	7.0	136.0	3039.0
166_3158	22.0	0.0	238.0	4.0	166.0	3158.0
139_3158	13.0	0.0	249.0	2.0	139.0	3158.0
142_178	21.0	0.0	239.0	4.0	142.0	178.0
111_2718	3.0	1.0	253.0	7.0	111.0	2718.0
116_8718	1.0	0.0	262.0	1.0	116.0	8718.0
143_3131	20.0	0.0	242.0	2.0	143.0	3131.0
3_141	20.0	0.0	237.0	7.0	3.0	141.0
3193_10924	13.0	0.0	247.0	4.0	3193.0	10924.0
1587_3160	2.0	0.0	260.0	2.0	1587.0	3160.0
136_419	12.0	0.0	243.0	9.0	136.0	419.0
186_188	18.0	1.0	238.0	7.0	186.0	188.0
8625_8820	3.0	0.0	256.0	5.0	8625.0	8820.0
3131_3164	11.0	0.0	251.0	2.0	3131.0	3164.0
2826_3164	13.0	0.0	247.0	4.0	2826.0	3164.0
2963_3185	12.0	0.0	248.0	4.0	2963.0	3185.0
164_2963	12.0	0.0	249.0	3.0	164.0	2963.0
159_3192	23.0	0.0	239.0	2.0	159.0	3192.0
420_3188	20.0	0.0	241.0	3.0	420.0	3188.0
188_407	16.0	1.0	240.0	7.0	188.0	407.0
4_3192	15.0	0.0	245.0	4.0	4.0	3192.0
173_3158	14.0	0.0	245.0	5.0	173.0	3158.0
146_164	27.0	0.0	233.0	4.0	146.0	164.0
135_3041	19.0	0.0	243.0	2.0	135.0	3041.0
183_3185	22.0	0.0	237.0	5.0	183.0	3185.0
149_1586	24.0	0.0	233.0	7.0	149.0	1586.0
120_2718	12.0	0.0	246.0	6.0	120.0	2718.0
3185_8625	12.0	0.0	246.0	6.0	3185.0	8625.0
164_3129	22.0	0.0	237.0	5.0	164.0	3129.0
2963_8625	2.0	0.0	256.0	6.0	2963.0	8625.0
111_140	12.0	1.0	247.0	4.0	111.0	140.0
1586_2729	11.0	0.0	246.0	7.0	1586.0	2729.0
3154_10924	10.0	0.0	249.0	5.0	3154.0	10924.0
3180_3194	13.0	0.0	245.0	6.0	3180.0	3194.0
394_2714	15.0	0.0	240.0	9.0	394.0	2714.0
401_1587	10.0	0.0	250.0	4.0	401.0	1587.0
118_418	16.0	0.0	245.0	3.0	118.0	418.0
3129_3158	13.0	1.0	246.0	4.0	3129.0	3158.0
144_3039	14.0	0.0	249.0	1.0	144.0	3039.0
2729_3160	5.0	0.0	257.0	2.0	2729.0	3160.0
164_3160	12.0	0.0	250.0	2.0	164.0	3160.0
418_3180	9.0	0.0	250.0	5.0	418.0	3180.0
2863_3041	13.0	0.0	248.0	3.0	2863.0	3041.0
146_3156	18.0	0.0	243.0	3.0	146.0	3156.0
412_1586	12.0	0.0	244.0	8.0	412.0	1586.0
149_10924	19.0	0.0	242.0	3.0	149.0	10924.0
407_10924	12.0	0.0	248.0	4.0	407.0	10924.0
415_8730	11.0	0.0	246.0	7.0	415.0	8730.0
395_407	14.0	0.0	245.0	5.0	395.0	407.0
407_3192	22.0	0.0	236.0	6.0	407.0	3192.0
188_2731	11.0	1.0	247.0	5.0	188.0	2731.0
1584_3131	13.0	0.0	248.0	3.0	1584.0	3131.0
3131_3185	21.0	0.0	240.0	3.0	3131.0	3185.0
157_3185	24.0	0.0	236.0	4.0	157.0	3185.0
2731_8718	4.0	0.0	258.0	2.0	2731.0	8718.0
135_3187	20.0	0.0	242.0	2.0	135.0	3187.0
149_3193	27.0	0.0	233.0	4.0	149.0	3193.0
122_172	16.0	0.0	242.0	6.0	122.0	172.0
172_8820	16.0	0.0	243.0	5.0	172.0	8820.0
3041_3187	19.0	0.0	243.0	2.0	3041.0	3187.0
3164_8820	4.0	0.0	259.0	1.0	3164.0	8820.0
4_8718	2.0	0.0	260.0	2.0	4.0	8718.0
3185_3192	24.0	0.0	235.0	5.0	3185.0	3192.0
3158_3188	14.0	0.0	249.0	1.0	3158.0	3188.0
120_2883	10.0	0.0	251.0	3.0	120.0	2883.0
2714_8625	12.0	0.0	245.0	7.0	2714.0	8625.0
149_3158	18.0	0.0	244.0	2.0	149.0	3158.0
173_3156	14.0	0.0	245.0	5.0	173.0	3156.0
109_157	19.0	0.0	238.0	7.0	109.0	157.0
139_173	25.0	0.0	234.0	5.0	139.0	173.0
3040_8719	4.0	0.0	259.0	1.0	3040.0	8719.0
149_8727	18.0	0.0	244.0	2.0	149.0	8727.0
394_3175	19.0	0.0	240.0	5.0	394.0	3175.0
