,nid,TP,FP,TN,FN,sensitivity,specificity,accuracy,in_count,out_count,threshold
7957,trm_557b474e2b578,6,12,74,0,1,0.8604651163,0.8695652174,6,86,0.6
8059,trm_557b4891e9265,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.61
8089,trm_557b474e2b578,6,12,74,0,1,0.8604651163,0.8695652174,6,86,0.61
8221,trm_557b474e2b578,6,12,74,0,1,0.8604651163,0.8695652174,6,86,0.62
8318,trm_4a3fd79d0a7bb,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.63
8321,trm_557b4993a0fdd,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.63
8353,trm_557b474e2b578,6,12,74,0,1,0.8604651163,0.8695652174,6,86,0.63
8450,trm_4a3fd79d0a7bb,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.64
8453,trm_557b4993a0fdd,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.64
9211,trm_557b4aa070c10,4,10,76,2,0.6666666667,0.8837209302,0.8695652174,6,86,0.69
9343,trm_557b4aa070c10,4,10,76,2,0.6666666667,0.8837209302,0.8695652174,6,86,0.7
9475,trm_557b4aa070c10,3,9,77,3,0.5,0.8953488372,0.8695652174,6,86,0.71
9607,trm_557b4aa070c10,3,9,77,3,0.5,0.8953488372,0.8695652174,6,86,0.72
9673,trm_557b474e2b578,3,9,77,3,0.5,0.8953488372,0.8695652174,6,86,0.73
9871,trm_557b4aa070c10,2,8,78,4,0.3333333333,0.9069767442,0.8695652174,6,86,0.74
10333,trm_557b474e2b578,1,7,79,5,0.1666666667,0.9186046512,0.8695652174,6,86,0.78
10465,trm_557b474e2b578,1,7,79,5,0.1666666667,0.9186046512,0.8695652174,6,86,0.79
10531,trm_557b4aa070c10,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.79
10597,trm_557b474e2b578,1,7,79,5,0.1666666667,0.9186046512,0.8695652174,6,86,0.8
10729,trm_557b474e2b578,1,7,79,5,0.1666666667,0.9186046512,0.8695652174,6,86,0.81
11125,trm_557b474e2b578,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.84
11257,trm_557b474e2b578,0,6,80,6,0,0.9302325581,0.8695652174,6,86,0.85
6777,trm_4a3fd79d0b802,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.51
6808,trm_4a3fd79d0b89e,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.51
6841,trm_568427366401c,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.51
6909,trm_4a3fd79d0b802,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.52
6940,trm_4a3fd79d0b89e,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.52
6973,trm_568427366401c,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.52
7041,trm_4a3fd79d0b802,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.53
7072,trm_4a3fd79d0b89e,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.53
7105,trm_568427366401c,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.53
7173,trm_4a3fd79d0b802,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.54
7204,trm_4a3fd79d0b89e,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.54
7237,trm_568427366401c,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.54
7305,trm_4a3fd79d0b802,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.55
7336,trm_4a3fd79d0b89e,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.55
7369,trm_568427366401c,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.55
7437,trm_4a3fd79d0b802,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.56
7468,trm_4a3fd79d0b89e,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.56
7501,trm_568427366401c,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.56
7569,trm_4a3fd79d0b802,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.57
7600,trm_4a3fd79d0b89e,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.57
7633,trm_568427366401c,3,8,77,4,0.4285714286,0.9058823529,0.8695652174,7,85,0.57
10847,trm_4a3fd79d0a20c,0,5,80,7,0,0.9411764706,0.8695652174,7,85,0.82
10979,trm_4a3fd79d0a20c,0,5,80,7,0,0.9411764706,0.8695652174,7,85,0.83
8444,trm_557b491318742,7,11,73,1,0.875,0.869047619,0.8695652174,8,84,0.63
9237,trm_4a3fd79d09c28,0,4,80,8,0,0.9523809524,0.8695652174,8,84,0.69
9632,trm_557b491318742,4,8,76,4,0.5,0.9047619048,0.8695652174,8,84,0.72
9764,trm_557b491318742,4,8,76,4,0.5,0.9047619048,0.8695652174,8,84,0.73
10424,trm_557b491318742,2,6,78,6,0.25,0.9285714286,0.8695652174,8,84,0.78
10556,trm_557b491318742,2,6,78,6,0.25,0.9285714286,0.8695652174,8,84,0.79
10688,trm_557b491318742,2,6,78,6,0.25,0.9285714286,0.8695652174,8,84,0.8
10820,trm_557b491318742,2,6,78,6,0.25,0.9285714286,0.8695652174,8,84,0.81
11084,trm_557b491318742,1,5,79,7,0.125,0.9404761905,0.8695652174,8,84,0.83
11876,trm_557b491318742,0,4,80,8,0,0.9523809524,0.8695652174,8,84,0.89
12008,trm_557b491318742,0,4,80,8,0,0.9523809524,0.8695652174,8,84,0.9
12140,trm_557b491318742,0,4,80,8,0,0.9523809524,0.8695652174,8,84,0.91
12272,trm_557b491318742,0,4,80,8,0,0.9523809524,0.8695652174,8,84,0.92
11116,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.84
11248,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.85
11380,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.86
11512,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.87
11644,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.88
11776,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.89
11908,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.9
12040,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.91
12172,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.92
12304,trm_5519b80525e89,0,3,80,9,0,0.9638554217,0.8695652174,9,83,0.93
8812,trm_557b49851e991,7,9,73,3,0.7,0.8902439024,0.8695652174,10,82,0.66
8944,trm_557b49851e991,7,9,73,3,0.7,0.8902439024,0.8695652174,10,82,0.67
9076,trm_557b49851e991,7,9,73,3,0.7,0.8902439024,0.8695652174,10,82,0.68
9208,trm_557b49851e991,7,9,73,3,0.7,0.8902439024,0.8695652174,10,82,0.69
9221,trm_4a3fd79d09ab2,6,8,74,4,0.6,0.9024390244,0.8695652174,10,82,0.69
12376,trm_557b49851e991,0,2,80,10,0,0.9756097561,0.8695652174,10,82,0.93
12389,trm_4a3fd79d09ab2,0,2,80,10,0,0.9756097561,0.8695652174,10,82,0.93
12521,trm_4a3fd79d09ab2,0,2,80,10,0,0.9756097561,0.8695652174,10,82,0.94
12653,trm_4a3fd79d09ab2,0,2,80,10,0,0.9756097561,0.8695652174,10,82,0.95
12785,trm_4a3fd79d09ab2,0,2,80,10,0,0.9756097561,0.8695652174,10,82,0.96
11596,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.87
11728,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.88
11860,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.89
11992,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.9
12124,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.91
12256,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.92
12388,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.93
12520,trm_4a3fd79d0b4a9,0,1,80,11,0,0.987654321,0.8695652174,11,81,0.94
11778,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.89
11910,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.9
12042,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.91
12174,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.92
12306,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.93
12438,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.94
12570,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.95
12627,trm_4a3fd79d0aab0,0,0,80,12,0,1,0.8695652174,12,80,0.95
12702,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.96
12759,trm_4a3fd79d0aab0,0,0,80,12,0,1,0.8695652174,12,80,0.96
12834,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.97
12891,trm_4a3fd79d0aab0,0,0,80,12,0,1,0.8695652174,12,80,0.97
12966,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.98
13023,trm_4a3fd79d0aab0,0,0,80,12,0,1,0.8695652174,12,80,0.98
13098,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,0.99
13155,trm_4a3fd79d0aab0,0,0,80,12,0,1,0.8695652174,12,80,0.99
13230,trm_55b6b9d7c9435,0,0,80,12,0,1,0.8695652174,12,80,1
13278,trm_4a3fd79d0b58f,0,0,80,12,0,1,0.8695652174,12,80,1
13282,trm_55ce70b20186b,0,0,80,12,0,1,0.8695652174,12,80,1
13287,trm_4a3fd79d0aab0,0,0,80,12,0,1,0.8695652174,12,80,1
13314,trm_557b4b9ccdc4a,0,0,80,12,0,1,0.8695652174,12,80,1
2689,trm_557b4b27dfd5e,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.2
2772,trm_557b4b05ae470,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.2
2821,trm_557b4b27dfd5e,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.21
2904,trm_557b4b05ae470,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.21
2918,trm_4a3fd79d0a1d1,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.22
2943,trm_4ee8facd77dfc,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.22
2953,trm_557b4b27dfd5e,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.22
2957,trm_51a690a7492eb,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.22
3036,trm_557b4b05ae470,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.22
3050,trm_4a3fd79d0a1d1,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.23
3075,trm_4ee8facd77dfc,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.23
3089,trm_51a690a7492eb,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.23
3138,trm_557b495cdde57,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.23
3489,trm_559f09a5cdca9,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.26
3729,trm_4a3fd79d0afcf,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.28
3845,trm_559f0a5b4cd36,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.29
3859,trm_56798c5f25b0c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.29
3868,trm_4a3fd79d0a908,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.29
4491,trm_557b494ca540d,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.34
4623,trm_557b494ca540d,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.35
4755,trm_557b494ca540d,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.36
4887,trm_557b494ca540d,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.37
4919,trm_557b49ad14adf,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.37
4952,trm_557b499fac085,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.37
5005,trm_4c3e04d656f06,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.37
5156,trm_55c298bbe56d5,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.39
5288,trm_55c298bbe56d5,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.4
5420,trm_55c298bbe56d5,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.41
5609,trm_55b6b92c1fd76,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.42
5666,trm_557b47abe9a34,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.42
5741,trm_55b6b92c1fd76,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.43
5824,trm_558c7439832d9,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.44
5873,trm_55b6b92c1fd76,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.44
5956,trm_558c7439832d9,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.45
6005,trm_55b6b92c1fd76,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.45
6088,trm_558c7439832d9,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.46
6220,trm_558c7439832d9,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.47
6443,trm_5678a999f1c19,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.48
6575,trm_5678a999f1c19,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.49
6588,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.49
6625,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.5
6629,trm_55c6f58e77fbe,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.5
6673,trm_557b4bb7cf05b,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.5
6707,trm_5678a999f1c19,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.5
6720,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.5
6724,trm_4a3fd79d0a775,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.5
6757,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6761,trm_55c6f58e77fbe,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6773,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6805,trm_557b4bb7cf05b,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6839,trm_5678a999f1c19,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6852,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6856,trm_4a3fd79d0a775,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6862,trm_4a3fd79d09af8,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.51
6889,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.52
6905,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.52
6928,trm_5534111a8bc96,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.52
6984,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.52
6994,trm_4a3fd79d09af8,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.52
7021,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7030,trm_557b4a913f8cc,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7037,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7052,trm_55ef273a77a86,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7062,trm_55ef153d47bc0,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7080,trm_557b48aeb7d58,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7090,trm_4a3fd79d0b61f,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7091,trm_557b4817db34d,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7092,trm_567982752ff4a,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7100,trm_4a3fd79d0b64e,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7116,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7119,trm_557b471bc6cd8,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7126,trm_4a3fd79d09af8,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.53
7153,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.54
7169,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.54
7248,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.54
7258,trm_4a3fd79d09af8,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.54
7285,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.55
7301,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.55
7334,trm_557b49206928b,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.55
7380,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.55
7390,trm_4a3fd79d09af8,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.55
7417,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.56
7433,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.56
7466,trm_557b49206928b,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.56
7512,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.56
7549,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.57
7565,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.57
7644,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.57
7681,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.58
7697,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.58
7702,trm_4a3fd79d0b043,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.58
7718,trm_557b4abe521af,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.58
7776,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.58
7813,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.59
7829,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.59
7908,trm_55b6b98b88f45,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.59
7945,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.6
7961,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.6
8077,trm_55b6b952c1b4c,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.61
8093,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.61
8225,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.62
8357,trm_55b6b96e77df6,1,13,78,0,1,0.8571428571,0.8586956522,1,91,0.63
3992,trm_557b48a224b95,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.3
4124,trm_557b48a224b95,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.31
5472,trm_557b4855a12b4,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.41
5604,trm_557b4855a12b4,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.42
5702,trm_557b4a81a4a17,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.43
5736,trm_557b4855a12b4,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.43
5868,trm_557b4855a12b4,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.44
6087,trm_559f0986182cc,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.46
6504,trm_557b4add1837e,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.49
6865,trm_557b493133416,2,13,77,0,1,0.8555555556,0.8586956522,2,90,0.52
7166,trm_558c7ae1eaf86,1,12,78,1,0.5,0.8666666667,0.8586956522,2,90,0.54
7318,trm_557b4af7cc1cb,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.55
7330,trm_557b477b4a15f,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.55
7410,trm_4a3fd79d09902,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.56
7453,trm_4a3fd79d0b46f,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.56
7483,trm_4a3fd79d0b1b2,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.56
8397,trm_55b6b9a666604,0,11,79,2,0,0.8777777778,0.8586956522,2,90,0.63
9609,trm_558c7b707f606,1,12,78,1,0.5,0.8666666667,0.8586956522,2,90,0.72
9741,trm_558c7b707f606,1,12,78,1,0.5,0.8666666667,0.8586956522,2,90,0.73
9873,trm_558c7b707f606,1,12,78,1,0.5,0.8666666667,0.8586956522,2,90,0.74
10005,trm_558c7b707f606,1,12,78,1,0.5,0.8666666667,0.8586956522,2,90,0.75
3155,trm_4a3fd79d09849,1,11,78,2,0.3333333333,0.8764044944,0.8586956522,3,89,0.23
6126,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.46
6258,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.47
6390,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.48
6522,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.49
6654,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.5
6786,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.51
6918,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.52
7020,trm_557b482a7c62b,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.53
7050,trm_55b6b910b4b23,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.53
7095,trm_4a3fd79d0b665,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.53
7106,trm_557b4b7e68727,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.53
7481,trm_558c7b5228ed4,2,12,77,1,0.6666666667,0.8651685393,0.8586956522,3,89,0.56
7551,trm_555cfb890d721,1,11,78,2,0.3333333333,0.8764044944,0.8586956522,3,89,0.57
7683,trm_555cfb890d721,1,11,78,2,0.3333333333,0.8764044944,0.8586956522,3,89,0.58
7876,trm_557b4904ee26d,0,10,79,3,0,0.8876404494,0.8586956522,3,89,0.59
4815,trm_558c7b14c076e,3,12,76,1,0.75,0.8636363636,0.8586956522,4,88,0.36
4947,trm_558c7b14c076e,3,12,76,1,0.75,0.8636363636,0.8586956522,4,88,0.37
5079,trm_558c7b14c076e,3,12,76,1,0.75,0.8636363636,0.8586956522,4,88,0.38
5211,trm_558c7b14c076e,3,12,76,1,0.75,0.8636363636,0.8586956522,4,88,0.39
5343,trm_558c7b14c076e,3,12,76,1,0.75,0.8636363636,0.8586956522,4,88,0.4
5475,trm_558c7b14c076e,2,11,77,2,0.5,0.875,0.8586956522,4,88,0.41
5607,trm_558c7b14c076e,2,11,77,2,0.5,0.875,0.8586956522,4,88,0.42
5739,trm_558c7b14c076e,2,11,77,2,0.5,0.875,0.8586956522,4,88,0.43
5871,trm_558c7b14c076e,2,11,77,2,0.5,0.875,0.8586956522,4,88,0.44
6003,trm_558c7b14c076e,2,11,77,2,0.5,0.875,0.8586956522,4,88,0.45
6135,trm_558c7b14c076e,2,11,77,2,0.5,0.875,0.8586956522,4,88,0.46
5523,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.41
5655,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.42
5787,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.43
5919,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.44
6051,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.45
6183,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.46
6315,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.47
6447,trm_55ef687f48a9d,3,11,76,2,0.6,0.8735632184,0.8586956522,5,87,0.48
7797,trm_4a3fd79d0af66,5,13,74,0,1,0.8505747126,0.8586956522,5,87,0.59
7801,trm_4a3fd79d0a613,5,13,74,0,1,0.8505747126,0.8586956522,5,87,0.59
7929,trm_4a3fd79d0af66,5,13,74,0,1,0.8505747126,0.8586956522,5,87,0.6
7933,trm_4a3fd79d0a613,5,13,74,0,1,0.8505747126,0.8586956522,5,87,0.6
8061,trm_4a3fd79d0af66,5,13,74,0,1,0.8505747126,0.8586956522,5,87,0.61
8065,trm_4a3fd79d0a613,5,13,74,0,1,0.8505747126,0.8586956522,5,87,0.61
9777,trm_4a3fd79d0af66,1,9,78,4,0.2,0.8965517241,0.8586956522,5,87,0.74
9781,trm_4a3fd79d0a613,1,9,78,4,0.2,0.8965517241,0.8586956522,5,87,0.74
9909,trm_4a3fd79d0af66,1,9,78,4,0.2,0.8965517241,0.8586956522,5,87,0.75
9913,trm_4a3fd79d0a613,1,9,78,4,0.2,0.8965517241,0.8586956522,5,87,0.75
10041,trm_4a3fd79d0af66,1,9,78,4,0.2,0.8965517241,0.8586956522,5,87,0.76
10045,trm_4a3fd79d0a613,1,9,78,4,0.2,0.8965517241,0.8586956522,5,87,0.76
3056,trm_4a3fd79d0b13d,6,13,73,0,1,0.8488372093,0.8586956522,6,86,0.23
3153,trm_4a3fd79d0b392,6,13,73,0,1,0.8488372093,0.8586956522,6,86,0.23
3188,trm_4a3fd79d0b13d,6,13,73,0,1,0.8488372093,0.8586956522,6,86,0.24
3285,trm_4a3fd79d0b392,6,13,73,0,1,0.8488372093,0.8586956522,6,86,0.24
3320,trm_4a3fd79d0b13d,6,13,73,0,1,0.8488372093,0.8586956522,6,86,0.25
3417,trm_4a3fd79d0b392,6,13,73,0,1,0.8488372093,0.8586956522,6,86,0.25
5036,trm_4a3fd79d0b13d,5,12,74,1,0.8333333333,0.8604651163,0.8586956522,6,86,0.38
5133,trm_4a3fd79d0b392,5,12,74,1,0.8333333333,0.8604651163,0.8586956522,6,86,0.38
5168,trm_4a3fd79d0b13d,4,11,75,2,0.6666666667,0.8720930233,0.8586956522,6,86,0.39
5265,trm_4a3fd79d0b392,4,11,75,2,0.6666666667,0.8720930233,0.8586956522,6,86,0.39
