,nid,TP,FP,TN,FN,sensitivity,specificity,accuracy,in_count,out_count,threshold
12604,trm_5534111a8bc96,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12605,trm_55b6b92c1fd76,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12606,trm_55ef153d47bc0,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12608,trm_557b499fac085,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12614,trm_557b49206928b,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12615,trm_558c73f3c8c6f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12624,trm_557b48aeb7d58,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12634,trm_4a3fd79d0b61f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12635,trm_557b4817db34d,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12636,trm_567982752ff4a,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12641,trm_557b48d40d3cf,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12644,trm_4a3fd79d0b64e,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12647,trm_5678a999f1c19,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12661,trm_4c3e04d656f06,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12662,trm_557b47abe9a34,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12663,trm_557b471bc6cd8,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12667,trm_4a3fd79d0a17f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12672,trm_557b4b05ae470,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.95
12706,trm_557b4a913f8cc,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12707,trm_557b49ad14adf,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12716,trm_557b4acdee820,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12727,trm_55ef1fd2bc418,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12736,trm_5534111a8bc96,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12737,trm_55b6b92c1fd76,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12738,trm_55ef153d47bc0,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12740,trm_557b499fac085,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12756,trm_557b48aeb7d58,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12766,trm_4a3fd79d0b61f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12767,trm_557b4817db34d,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12768,trm_567982752ff4a,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12773,trm_557b48d40d3cf,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12776,trm_4a3fd79d0b64e,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12793,trm_4c3e04d656f06,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12795,trm_557b471bc6cd8,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12799,trm_4a3fd79d0a17f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.96
12818,trm_4a3fd79d0a1d1,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12821,trm_559f0a5b4cd36,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12823,trm_5159beaf80413,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12833,trm_55c6f58e77fbe,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12835,trm_56798c5f25b0c,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12838,trm_557b4a913f8cc,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12839,trm_557b49ad14adf,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12843,trm_4ee8facd77dfc,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12844,trm_4a3fd79d0a908,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12857,trm_51a690a7492eb,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12868,trm_5534111a8bc96,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12869,trm_55b6b92c1fd76,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12870,trm_55ef153d47bc0,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12872,trm_557b499fac085,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12898,trm_4a3fd79d0b61f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12899,trm_557b4817db34d,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12900,trm_567982752ff4a,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12905,trm_557b48d40d3cf,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12908,trm_4a3fd79d0b64e,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12925,trm_4c3e04d656f06,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12928,trm_4a3fd79d0a775,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12931,trm_4a3fd79d0a17f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.97
12950,trm_4a3fd79d0a1d1,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12953,trm_559f0a5b4cd36,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12955,trm_5159beaf80413,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12961,trm_55b6b952c1b4c,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12965,trm_55c6f58e77fbe,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12967,trm_56798c5f25b0c,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12975,trm_4ee8facd77dfc,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12976,trm_4a3fd79d0a908,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12977,trm_55b6b96e77df6,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12982,trm_4a3fd79d0b043,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12989,trm_51a690a7492eb,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
12998,trm_557b4abe521af,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
13001,trm_55b6b92c1fd76,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
13037,trm_557b48d40d3cf,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
13056,trm_55b6b98b88f45,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
13060,trm_4a3fd79d0a775,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
13063,trm_4a3fd79d0a17f,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.98
13082,trm_4a3fd79d0a1d1,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13087,trm_5159beaf80413,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13093,trm_55b6b952c1b4c,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13107,trm_4ee8facd77dfc,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13109,trm_55b6b96e77df6,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13114,trm_4a3fd79d0b043,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13121,trm_51a690a7492eb,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13130,trm_557b4abe521af,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13133,trm_55b6b92c1fd76,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13188,trm_55b6b98b88f45,1,1,90,0,1,0.989010989,0.9891304348,1,91,0.99
13111,trm_4a3fd79d09c5b,2,0,89,1,0.6666666667,1,0.9891304348,3,89,0.99
13147,trm_4a3fd79d0a5ed,2,0,89,1,0.6666666667,1,0.9891304348,3,89,0.99
8022,trm_557b495cdde57,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.6
8154,trm_557b495cdde57,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.61
9032,trm_55ef273a77a86,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.68
9164,trm_55ef273a77a86,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.69
9296,trm_55ef273a77a86,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.7
9538,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.72
9570,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.72
9599,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.72
9669,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.73
9670,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.73
9693,trm_559f09a5cdca9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.73
9702,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.73
9731,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.73
9801,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.74
9802,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.74
9825,trm_559f09a5cdca9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.74
9834,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.74
9863,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.74
9933,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.75
9934,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.75
9957,trm_559f09a5cdca9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.75
9966,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.75
9995,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.75
10065,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.76
10066,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.76
10089,trm_559f09a5cdca9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.76
10098,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.76
10127,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.76
10154,trm_557b47abe9a34,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.76
10197,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.77
10198,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.77
10221,trm_559f09a5cdca9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.77
10230,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.77
10259,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.77
10286,trm_557b47abe9a34,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.77
10329,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.78
10330,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.78
10353,trm_559f09a5cdca9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.78
10362,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.78
10391,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.78
10418,trm_557b47abe9a34,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.78
10461,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.79
10462,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.79
10485,trm_559f09a5cdca9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.79
10494,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.79
10523,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.79
10550,trm_557b47abe9a34,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.79
10593,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.8
10594,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.8
10626,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.8
10655,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.8
10725,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.81
10726,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.81
10758,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.81
10787,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.81
10857,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.82
10858,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.82
10890,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.82
10919,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.82
10989,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.83
10990,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.83
11022,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.83
11030,trm_557b49206928b,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.83
11051,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.83
11121,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.84
11122,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.84
11154,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.84
11183,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.84
11253,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.85
11254,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.85
11286,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.85
11315,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.85
11385,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.86
11386,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.86
11387,trm_557b49ad14adf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.86
11418,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.86
11420,trm_557b499fac085,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.86
11447,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.86
11473,trm_4c3e04d656f06,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.86
11517,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.87
11518,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.87
11519,trm_557b49ad14adf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.87
11550,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.87
11552,trm_557b499fac085,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.87
11579,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.87
11605,trm_4c3e04d656f06,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.87
11632,trm_558c7439832d9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11649,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11650,trm_557b4a913f8cc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11651,trm_557b49ad14adf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11682,trm_55ef153d47bc0,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11684,trm_557b499fac085,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11711,trm_557b4817db34d,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11717,trm_557b48d40d3cf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11737,trm_4c3e04d656f06,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11743,trm_4a3fd79d0a17f,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.88
11764,trm_558c7439832d9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11781,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11783,trm_557b49ad14adf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11816,trm_557b499fac085,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11821,trm_557b4bb7cf05b,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11842,trm_4a3fd79d0b61f,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11844,trm_567982752ff4a,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11849,trm_557b48d40d3cf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11852,trm_4a3fd79d0b64e,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11868,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11869,trm_4c3e04d656f06,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11875,trm_4a3fd79d0a17f,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.89
11896,trm_558c7439832d9,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11897,trm_559f0a5b4cd36,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11911,trm_56798c5f25b0c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11913,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11915,trm_557b49ad14adf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11920,trm_4a3fd79d0a908,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11929,trm_557b4b27dfd5e,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11945,trm_55b6b92c1fd76,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
11948,trm_557b499fac085,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
12000,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
12001,trm_4c3e04d656f06,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
12012,trm_557b4b05ae470,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.9
12029,trm_559f0a5b4cd36,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12043,trm_56798c5f25b0c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12045,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12047,trm_557b49ad14adf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12052,trm_4a3fd79d0a908,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12061,trm_557b4b27dfd5e,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12076,trm_5534111a8bc96,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12077,trm_55b6b92c1fd76,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12080,trm_557b499fac085,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12132,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12133,trm_4c3e04d656f06,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12144,trm_557b4b05ae470,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.91
12161,trm_559f0a5b4cd36,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12175,trm_56798c5f25b0c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12177,trm_4a3fd79d0afcf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12179,trm_557b49ad14adf,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12184,trm_4a3fd79d0a908,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12190,trm_4a3fd79d0b043,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12193,trm_557b4b27dfd5e,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12206,trm_557b4abe521af,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12208,trm_5534111a8bc96,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12209,trm_55b6b92c1fd76,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12212,trm_557b499fac085,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12228,trm_557b48aeb7d58,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12264,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12265,trm_4c3e04d656f06,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12267,trm_557b471bc6cd8,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12276,trm_557b4b05ae470,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.92
12293,trm_559f0a5b4cd36,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12307,trm_56798c5f25b0c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12316,trm_4a3fd79d0a908,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12320,trm_557b4acdee820,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12322,trm_4a3fd79d0b043,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12325,trm_557b4b27dfd5e,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12331,trm_55ef1fd2bc418,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12338,trm_557b4abe521af,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12340,trm_5534111a8bc96,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12341,trm_55b6b92c1fd76,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12383,trm_5678a999f1c19,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12396,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12408,trm_557b4b05ae470,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.93
12425,trm_559f0a5b4cd36,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12437,trm_55c6f58e77fbe,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12439,trm_56798c5f25b0c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12448,trm_4a3fd79d0a908,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12454,trm_4a3fd79d0b043,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12470,trm_557b4abe521af,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12472,trm_5534111a8bc96,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12473,trm_55b6b92c1fd76,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12528,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12532,trm_4a3fd79d0a775,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.94
12548,trm_55c298bbe56d5,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12557,trm_559f0a5b4cd36,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12565,trm_55b6b952c1b4c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12569,trm_55c6f58e77fbe,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12571,trm_56798c5f25b0c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12580,trm_4a3fd79d0a908,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12586,trm_4a3fd79d0b043,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12602,trm_557b4abe521af,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12660,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12664,trm_4a3fd79d0a775,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.95
12680,trm_55c298bbe56d5,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12686,trm_4a3fd79d0a1d1,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12689,trm_559f0a5b4cd36,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12697,trm_55b6b952c1b4c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12701,trm_55c6f58e77fbe,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12703,trm_56798c5f25b0c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12711,trm_4ee8facd77dfc,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12712,trm_4a3fd79d0a908,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12713,trm_55b6b96e77df6,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12718,trm_4a3fd79d0b043,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12725,trm_51a690a7492eb,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12734,trm_557b4abe521af,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12792,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12796,trm_4a3fd79d0a775,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.96
12812,trm_55c298bbe56d5,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.97
12829,trm_55b6b952c1b4c,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.97
12845,trm_55b6b96e77df6,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.97
12850,trm_4a3fd79d0b043,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.97
12866,trm_557b4abe521af,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.97
12924,trm_55b6b98b88f45,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.97
13066,trm_4a3fd79d09af8,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.98
13198,trm_4a3fd79d09af8,1,2,89,0,1,0.978021978,0.9782608696,1,91,0.99
10650,trm_557b4aeaeb744,0,0,90,2,0,1,0.9782608696,2,90,0.8
10666,trm_557b4b8cd05ca,0,0,90,2,0,1,0.9782608696,2,90,0.8
10782,trm_557b4aeaeb744,0,0,90,2,0,1,0.9782608696,2,90,0.81
10798,trm_557b4b8cd05ca,0,0,90,2,0,1,0.9782608696,2,90,0.81
10914,trm_557b4aeaeb744,0,0,90,2,0,1,0.9782608696,2,90,0.82
10930,trm_557b4b8cd05ca,0,0,90,2,0,1,0.9782608696,2,90,0.82
11046,trm_557b4aeaeb744,0,0,90,2,0,1,0.9782608696,2,90,0.83
11062,trm_557b4b8cd05ca,0,0,90,2,0,1,0.9782608696,2,90,0.83
